event_stage_in_path,super_event_causes,original_collection_id,event_type,recipient_county,sender_town,recipient_name,initial_museum_subject_matter,collection_id,sender_governance,initial_museum_sector,destination_country,destination_id,recipient_postcode,sender_size,collection_status,event_is_end_of_existence,sender_sector,sender_core_type,sender_county,super_event_date,sender_governance_broad,parent_collection_id,collection_size,collection_estimated_size_max,event_date_from,initial_museum_general_type,recipient_town,collection_estimated_size,destination_longitute,origin_longitute,ancestor_collections,sender_accreditation,initial_museum_id,sender_id,sender_general_type,initial_museum_accreditation,initial_museum_type,super_event_id,super_event_cause_types,initial_museum_town,recipient_id,destination_latitude,previous_event_id,event_id,sender_subject,sender_name,sender_country,sender_region,sender_type,collection_types,origin_latitude,initial_museum_governance,collection_description,sender_postcode,destination_region,event_date_to,initial_museum_size,collection_estimated_size_min,initial_museum_country,event_core_type,recipient_general_type,initial_museum_subject_matter_broad,recipient_core_type,origin_region,recipient_governance,recipient_type,recipient_sector,recipient_governance_broad,event_is_change_of_ownership,event_is_change_of_custody,origin_country,initial_museum_region,initial_museum_core_type,event_date,initial_museum_governance_broad,initial_museum_name
0,local authority funding cuts,cm6falc-anson-publications,stored,,Forres,,Local_Histories,cm6falc-anson-publications,Local_Authority,public,,,,medium,collection,False,public,museum,NA,2019,Local_Authority,,some,20000.0,,organisation,,7500.0,,,['cm6falc-anson-publications'],Accredited,mm.domus.SC236,falc-mus,organisation,Accredited,museum,cm6,financial - funding cut - local authority funding cut,Forres,,,,event45,Local_Histories,Falconer Museum,Scotland,Scotland,museum,['publication'],,Local_Authority,Peter Anson Collection,IV36 1PH,,,medium,1000.0,Scotland,stored,,Local_Histories,,,,,,,False,False,,Scotland,museum,,Local_Authority,Falconer Museum
0,local authority funding cuts,cm6falc-anson-paintings,stored,,Forres,,Local_Histories,cm6falc-anson-paintings,Local_Authority,public,,,,medium,collection,False,public,museum,NA,2019,Local_Authority,,some,20000.0,,organisation,,7500.0,,,['cm6falc-anson-paintings'],Accredited,mm.domus.SC236,falc-mus,organisation,Accredited,museum,cm6,financial - funding cut - local authority funding cut,Forres,,,,event46,Local_Histories,Falconer Museum,Scotland,Scotland,museum,['painting'],,Local_Authority,Peter Anson Collection,IV36 1PH,,,medium,1000.0,Scotland,stored,,Local_Histories,,,,,,,False,False,,Scotland,museum,,Local_Authority,Falconer Museum
0,costs,cm7shfcm-horses,sold,,Redruth,unknown actor 48,Rural_Industry-Other,cm7shfcm-horses,Private,private,,place1,,small,collection,False,private,museum,NA,2020,Private,,some,4000.0,,organisation,,1250.0,,,['cm7shfcm-horses'],Unaccredited,mm.wiki.044,museummm.wiki.044,organisation,Unaccredited,museum,cm7,financial - costs - other,Redruth,unknown_actor_48,,,event48,Rural_Industry,Shire Horse Farm and Carriage Museum,England,South West (English Region),museum,['horse'],,Private,,TR16 6LA,,,small,100.0,England,sold,,Rural_Industry,,,,actor,unknown,,True,True,England,South West (English Region),museum,2020/2021,Private,Shire Horse Farm and Carriage Museum
0,costs,cm7shfcm-vehicles,sent-to-auction,,Redruth,Tilburys,Rural_Industry-Other,cm7shfcm-vehicles,Private,private,,place1,,small,collection,False,private,museum,NA,2020,Private,,some,4000.0,,organisation,,1250.0,,,['cm7shfcm-vehicles'],Unaccredited,mm.wiki.044,museummm.wiki.044,organisation,Unaccredited,museum,cm7,financial - costs - other,Redruth,tilburys-auctioneers,,,event49,Rural_Industry,Shire Horse Farm and Carriage Museum,England,South West (English Region),museum,"['agricultural vehicle', 'wagon']",,Private,,TR16 6LA,,,small,100.0,England,sold,organisation,Rural_Industry,trader,,,auction house,private,,True,True,England,South West (English Region),museum,2020/2021,Private,Shire Horse Farm and Carriage Museum
0,costs,cm7shfcm-misc,kept,,Redruth,,Rural_Industry-Other,cm7shfcm-misc,Private,private,,,,small,collection,False,private,museum,NA,2020,Private,,some,4000.0,,organisation,,1250.0,,,['cm7shfcm-misc'],Unaccredited,mm.wiki.044,museummm.wiki.044,organisation,Unaccredited,museum,cm7,financial - costs - other,Redruth,,,,event50,Rural_Industry,Shire Horse Farm and Carriage Museum,England,South West (English Region),museum,"['agricultural machinery', 'wagon', 'cultivator']",,Private,,TR16 6LA,,,small,100.0,England,kept,,Rural_Industry,,,,,,,False,False,,South West (English Region),museum,,Private,Shire Horse Farm and Carriage Museum
0,owner(s) retired from museum work,cm8fortpaull-whole,sent-to-auction,,Paull,Gilbert Baitson Auctioneers,War_and_conflict-Castles_and_forts,cm8fortpaull-whole,Independent-Not_for_profit,third,,place88,HU3 6AB,small,collection,False,third,museum,NA,2020,Independent,,all,10000.0,,organisation,Hull,5000.0,,,['cm8fortpaull-whole'],Unaccredited,mm.wiki.101,fort-paull,organisation,Unaccredited,museum,cm8,life events - retirement - retirement of owner,Paull,baitson-auctioneers,,,event52,War_and_conflict,Fort Paull Museum,England,Yorkshire and The Humber (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,HU12 8FP,,,small,1000.0,England,sold,organisation,War_and_conflict,trader,,,auction house,private,,True,True,England,Yorkshire and The Humber (English Region),museum,2020-09-19 00:00:00,Independent,Fort Paull Museum
0,owner(s) retired from museum work,cm8fortpaull-blackburn,sold-at-auction,,Paull,Person2,War_and_conflict-Castles_and_forts,cm8fortpaull-blackburn,Independent-Not_for_profit,third,,place189,,small,collection,False,third,museum,NA,2020,Independent,,few,,,organisation,Selby,,,,['cm8fortpaull-blackburn'],Unaccredited,mm.wiki.101,fort-paull,organisation,Unaccredited,museum,cm8,life events - retirement - retirement of owner,Paull,p2,,event52,event53,War_and_conflict,Fort Paull Museum,England,Yorkshire and The Humber (English Region),museum,['Blackburn Beverley'],,Independent-Not_for_profit,XB259,HU12 8FP,,,small,,England,sold,individual,War_and_conflict,individual,,,individual,private,,True,True,,Yorkshire and The Humber (English Region),museum,2020-09-19 00:00:00,Independent,Fort Paull Museum
0,collection acquired for new museum,cm9shoemus-whole,transferred,,Street,Alfred Gillett Trust,Arts-Costume_and_textiles,cm9shoemus-whole,Unknown,unknown,,place112,BA16 0BQ,small,collection,False,unknown,museum,Somerset,2019,Unknown,,all,10000.0,,organisation,Street,5000.0,,,['cm9shoemus-whole'],Unaccredited,mm.aim.0881,museummm.aim.0881,organisation,Unaccredited,museum,cm9,strategic closure - replacement museum - other,Street,alfred-gillett,,,event55,Arts,Shoe Museum,England,South West (English Region),museum,['miscellaneous'],,Unknown,,BA16 0EQ,,,small,1000.0,England,free-transfer,organisation,Arts,other organisation,,,charity,third,,True,True,England,South West (English Region),museum,2019,Unknown,Shoe Museum
0,premises repurposed,cm10fylde-whole,stored,,Lytham,,Arts-Fine_and_decorative_arts,cm10fylde-whole,Local_Authority,public,,,,medium,collection,False,public,museum,Lancashire,2019,Local_Authority,,all,50000.0,,organisation,,30000.0,,,['cm10fylde-whole'],Unaccredited,mm.wiki.240,museummm.wiki.240,organisation,Unaccredited,museum,cm10,loss of premises - change of use - other,Lytham,,,,event57,Arts,Fylde Gallery,England,North West (English Region),museum,['work of art'],,Local_Authority,,FY8 3UT,,,medium,10000.0,England,stored,,Arts,,,,,,,False,False,,North West (English Region),museum,2019,Local_Authority,Fylde Gallery
0,owner relocated?,cm11genius-treasure-whole,stored,,London,,Arts-Other,cm11genius-treasure-whole,Private,private,,,,small,collection,False,private,museum,NA,2019,Private,,all,10000.0,,organisation,,5000.0,,,['cm11genius-treasure-whole'],Unaccredited,mm.New.213,museummm.New.213,organisation,Unaccredited,museum,cm11,life events - owner moved house - other,London,,,,event59,Arts,Genius Treasure Museum,England,London (English Region),museum,['work of art'],,Private,,SE1 0PE,,,small,1000.0,England,stored,,Arts,,,,,,,False,False,,London (English Region),museum,2019,Private,Genius Treasure Museum
0,death of owner,cm12newhouse-whole,unknown,,Salisbury,,Buildings-Houses-Large_houses,cm12newhouse-whole,Private,private,,,,medium,collection,False,private,museum,NA,2019,Private,,all,50000.0,,organisation,,30000.0,,,['cm12newhouse-whole'],Unaccredited,mm.hha.066,museummm.hha.066,organisation,Unaccredited,museum,cm12,life events - death - death of owner,Salisbury,,,,event61,Buildings,Newhouse,England,South West (English Region),museum,['miscellaneous'],,Private,,SP5 2NX,,,medium,10000.0,England,unknown,,Buildings,,,,,,,False,False,,South West (English Region),museum,,Private,Newhouse
0,local authority funding cut,cm13bodelwyddan-whole,loans-returned,NA,Rhyl,National Portrait Gallery,Mixed-Other,cm13bodelwyddan-whole,Local_Authority,public,England,place2924,WC2H 0HE,large,loan,False,public,museum,NA,2019,Local_Authority,,all,1000000.0,,organisation,London,500000.0,,,['cm13bodelwyddan-whole'],Accredited,mm.domus.WA012,museummm.domus.WA012,organisation,Accredited,museum,cm13,financial - funding cut - local authority funding cut,Rhyl,npg,,,event63,Mixed,Bodelwyddan Castle,Wales,Wales,museum,['painting'],,Local_Authority,,LL18 5YA,,,large,50000.0,Wales,returned,organisation,Mixed,museum,,National,museum,public,National,False,True,Wales,Wales,museum,2019,Local_Authority,Bodelwyddan Castle
0,unknown,cm14otter-gal-whole,stored,,Chichester,,Arts-Fine_and_decorative_arts,cm14otter-gal-whole,University,university,,,,medium,collection,False,university,museum,West Sussex,2018,University,,all,50000.0,,organisation,,30000.0,,,['cm14otter-gal-whole'],Accredited,mm.ace.1270,museummm.ace.1270,organisation,Accredited,museum,cm14,unknown - other - other,Chichester,,,,event65,Arts,Otter Gallery,England,South East (English Region),museum,['work of art'],,University,,PO19 6PE,,,medium,10000.0,England,stored,,Arts,,,,,,,False,False,,South East (English Region),museum,2018,University,Otter Gallery
0,building problems; deterioration; moths,cm15platt-whole,stored,,Manchester,,Arts-Costume_and_textiles,cm15platt-whole,Local_Authority,public,,,,medium,collection,False,public,museum,NA,2017,Local_Authority,,all,50000.0,,organisation,,30000.0,,,['cm15platt-whole'],Accredited,mm.domus.NW009,museummm.domus.NW009,organisation,Accredited,museum,cm15,building - other - other; building - condition of building - deterioration; collections - collection damaged - infestation,Manchester,,,,event67,Arts,"Platt Hall, The Gallery Of Costume",England,North West (English Region),museum,['Costume'],,Local_Authority,,M14 5LL,,,medium,10000.0,England,stored,,Arts,,,,,,,False,False,,North West (English Region),museum,2017/..,Local_Authority,"Platt Hall, The Gallery Of Costume"
1,building problems; deterioration; moths,cm15platt-whole,restored,,Manchester,,Arts-Costume_and_textiles,cm15platt-whole,Local_Authority,public,,,,large,collection,False,public,museum,NA,2017,Local_Authority,,all,50000.0,,organisation,,30000.0,,,['cm15platt-whole'],Accredited,mm.domus.NW009,manchester-art,organisation,Accredited,museum,cm15,building - other - other; building - condition of building - deterioration; collections - collection damaged - infestation,Manchester,,,event67,event68,Arts,Manchester Art Gallery,England,North West (English Region),museum,['Costume'],,Local_Authority,,M2 3JL,,,medium,10000.0,England,modified,,Arts,,,,,,,False,False,,North West (English Region),museum,2017/..,Local_Authority,"Platt Hall, The Gallery Of Costume"
2,building problems; deterioration; moths,cm15platt-whole,displayed,,Manchester,,Arts-Costume_and_textiles,cm15platt-conserved,Local_Authority,public,,,,large,collection,False,public,museum,NA,2017,Local_Authority,cm15platt-whole,some,20000.0,,organisation,,7500.0,,,"['cm15platt-conserved', 'cm15platt-whole']",Accredited,mm.domus.NW009,manchester-art,organisation,Accredited,museum,cm15,building - other - other; building - condition of building - deterioration; collections - collection damaged - infestation,Manchester,,,event68,event69,Arts,Manchester Art Gallery,England,North West (English Region),museum,['Costume'],,Local_Authority,,M2 3JL,,,medium,1000.0,England,used,,Arts,,,,,,,False,False,,North West (English Region),museum,2017/..,Local_Authority,"Platt Hall, The Gallery Of Costume"
0,unknown,cm16ynysfach-whole,left-in-situ,,Merthyr Tydfil,,Industry_and_manufacture-Metals,cm16ynysfach-whole,Local_Authority,public,,,,small,collection,False,public,museum,NA,2017,Local_Authority,,all,10000.0,,organisation,,5000.0,,,['cm16ynysfach-whole'],Unaccredited,mm.domus.WA040,museummm.domus.WA040,organisation,Unaccredited,museum,cm16,unknown - other - other,Merthyr Tydfil,,,,event71,Industry_and_manufacture,Ynysfach Engine House,Wales,Wales,museum,['miscellaneous'],,Local_Authority,,CF48 1AR,,,small,1000.0,Wales,left,,Industry_and_manufacture,,,,,,,False,False,,Wales,museum,2017,Local_Authority,Ynysfach Engine House
0,insufficient revenue,cm17doctor-who-whole,stored,,Cardiff Bay,,Leisure_and_sport-Film_Cinema_and_TV,cm17doctor-who-whole,Private,private,,,,small,collection,False,private,museum,NA,2017,Private,,all,10000.0,,organisation,,5000.0,,,['cm17doctor-who-whole'],Unaccredited,mm.wiki.432,doctor-who-experience,organisation,Unaccredited,museum,cm17,financial - costs - low revenue,Cardiff Bay,,,,event73,Leisure_and_sport,The Doctor Who Experience,Wales,Wales,museum,['miscellaneous'],,Private,,CF10 4GA,,,small,1000.0,Wales,stored,,Leisure_and_sport,,,,,,,False,False,,Wales,museum,2017,Private,The Doctor Who Experience
0,unknown,cm18fred-dibnah-whole,sold,,Bolton,unknown actor 75,Personality-Other,cm18fred-dibnah-whole,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2017,Independent,,all,10000.0,,organisation,,5000.0,,,['cm18fred-dibnah-whole'],Unaccredited,mm.misc.095,museummm.misc.095,organisation,Unaccredited,museum,cm18,unknown - other - other,Bolton,unknown_actor_75,,,event75,Personality,Fred Dibnah Heritage Centre,England,North West (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,BL2 1NU,,,small,1000.0,England,sold,,Personality,,,,actor,unknown,,True,True,England,North West (English Region),museum,2017,Independent,Fred Dibnah Heritage Centre
0,unsuitable premises; too few visitors?,cm19monkwearmouth-main,stored,,Sunderland,,Transport-Trains_and_railways,cm19monkwearmouth-main,Local_Authority,public,,,,medium,collection,False,public,museum,NA,2017,Local_Authority,,most,50000.0,,organisation,,24000.0,,,['cm19monkwearmouth-main'],Accredited,mm.domus.NE027,museummm.domus.NE027,organisation,Accredited,museum,cm19,building - unsuitable - other; low visitor numbers - other - other,Sunderland,,,,event77,Transport,"Monkwearmouth Station Museum, Tyne And Wear Museums",England,North East (English Region),museum,['miscellaneous'],,Local_Authority,,SR5 1AP,,,medium,6000.0,England,stored,,Transport,,,,,,,False,False,,North East (English Region),museum,2017,Local_Authority,"Monkwearmouth Station Museum, Tyne And Wear Museums"
0,unsuitable premises; too few visitors?,cm19monkwearmouth-loans,loans-returned,,Sunderland,unknown actor 78,Transport-Trains_and_railways,cm19monkwearmouth-loans,Local_Authority,public,,place1,,medium,loan,False,public,museum,NA,2017,Local_Authority,,some,20000.0,,organisation,,7500.0,,,['cm19monkwearmouth-loans'],Accredited,mm.domus.NE027,museummm.domus.NE027,organisation,Accredited,museum,cm19,building - unsuitable - other; low visitor numbers - other - other,Sunderland,unknown_actor_78,,,event78,Transport,"Monkwearmouth Station Museum, Tyne And Wear Museums",England,North East (English Region),museum,['miscellaneous'],,Local_Authority,,SR5 1AP,,,medium,1000.0,England,returned,,Transport,,,,actor,unknown,,False,True,England,North East (English Region),museum,2017,Local_Authority,"Monkwearmouth Station Museum, Tyne And Wear Museums"
0,unsuitable premises; too few visitors?,cm19monkwearmouth-vehicles,stored,,Sunderland,,Transport-Trains_and_railways,cm19monkwearmouth-vehicles,Local_Authority,public,,,,medium,collection,False,public,museum,NA,2017,Local_Authority,,few,5000.0,,organisation,,1500.0,,,['cm19monkwearmouth-vehicles'],Accredited,mm.domus.NE027,museummm.domus.NE027,organisation,Accredited,museum,cm19,building - unsuitable - other; low visitor numbers - other - other,Sunderland,,,,event79,Transport,"Monkwearmouth Station Museum, Tyne And Wear Museums",England,North East (English Region),museum,['rolling stock'],,Local_Authority,,SR5 1AP,,,medium,100.0,England,stored,,Transport,,,,,,,False,False,,North East (English Region),museum,2017,Local_Authority,"Monkwearmouth Station Museum, Tyne And Wear Museums"
