event_stage_in_path,super_event_causes,original_collection_id,event_type,recipient_county,sender_town,recipient_name,initial_museum_subject_matter,collection_id,sender_governance,initial_museum_sector,destination_country,destination_id,recipient_postcode,sender_size,collection_status,event_is_end_of_existence,sender_sector,sender_core_type,sender_county,super_event_date,sender_governance_broad,parent_collection_id,collection_size,collection_estimated_size_max,event_date_from,initial_museum_general_type,recipient_town,collection_estimated_size,destination_longitute,origin_longitute,ancestor_collections,sender_accreditation,initial_museum_id,sender_id,sender_general_type,initial_museum_accreditation,initial_museum_type,super_event_id,super_event_cause_types,initial_museum_town,recipient_id,destination_latitude,previous_event_id,event_id,sender_subject,sender_name,sender_country,sender_region,sender_type,collection_types,origin_latitude,initial_museum_governance,collection_description,sender_postcode,destination_region,event_date_to,initial_museum_size,collection_estimated_size_min,initial_museum_country,event_core_type,recipient_general_type,initial_museum_subject_matter_broad,recipient_core_type,origin_region,recipient_governance,recipient_type,recipient_sector,recipient_governance_broad,event_is_change_of_ownership,event_is_change_of_custody,origin_country,initial_museum_region,initial_museum_core_type,event_date,initial_museum_governance_broad,initial_museum_name
4,costs; seeking new premises,cm69jewish-museum-all,moved,,,Jewish mobile museum,Belief_and_identity-Religion,cm69jewish-museum-travelling,,third,,place5089,,,collection,False,public,museum,,2023,,cm69jewish-museum-all,few,5000.0,2024-01-22 00:00:00,organisation,,1500.0,,,"['cm69jewish-museum-travelling', 'cm69jewish-museum-all']",,mm.domus.SE040,nat-holocaust-mobile,organisation,Accredited,museum,cm69,financial - costs - other; strategic closure - seeking new premises - other,London,nat-holocaust-mobile,,event406,event407,,Jewish mobile museum,,,mobile museum,['miscellaneous'],,Independent-Not_for_profit,"I Say British, You Say Jewish travelling exhibit loans",,,2024-01-28 00:00:00,medium,100.0,England,moved,organisation,Belief_and_identity,museum,,,mobile museum,public,,False,True,,London (English Region),museum,,Independent,Jewish Museum
5,costs; seeking new premises,cm69jewish-museum-all,displayed,,,,Belief_and_identity-Religion,cm69jewish-museum-travelling,,third,,,,,collection,False,public,museum,,2023,,cm69jewish-museum-all,few,5000.0,2024-01-22 00:00:00,organisation,,1500.0,,,"['cm69jewish-museum-travelling', 'cm69jewish-museum-all']",,mm.domus.SE040,nat-holocaust-mobile,organisation,Accredited,museum,cm69,financial - costs - other; strategic closure - seeking new premises - other,London,,,event407,event408,,Jewish mobile museum,,,mobile museum,['miscellaneous'],,Independent-Not_for_profit,"I Say British, You Say Jewish travelling exhibit loans",,,2024-01-28 00:00:00,medium,100.0,England,used,,Belief_and_identity,,,,,,,False,False,,London (English Region),museum,,Independent,Jewish Museum
0,amalgamation,cm70jewish-museum-finchley-all,transferred,NA,London,Jewish Museum,Belief_and_identity-Religion,cm70jewish-museum-finchley-all,Independent-Not_for_profit,third,England,place4405,NW1 7NB,medium,collection,False,third,museum,NA,2007,Independent,,all,50000.0,,organisation,London,30000.0,,,['cm70jewish-museum-finchley-all'],Unaccredited,mm.domus.SE332,museummm.domus.SE332,organisation,Unaccredited,museum,cm70,strategic closure - amalgamation - other,London,jewish-museum,,,event410,Belief_and_identity,Jewish Museum - Finchley,England,London (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,N3 2SY,,,medium,10000.0,England,free-transfer,organisation,Belief_and_identity,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,London (English Region),museum,2007,Independent,Jewish Museum - Finchley
0,amalgamation,cm71jewish-military-museum-all,transferred,NA,London,Jewish Museum,War_and_conflict-Military,cm71jewish-military-museum-all,Independent-Not_for_profit,third,England,place4405,NW1 7NB,small,collection,False,third,museum,NA,2015,Independent,,all,10000.0,,organisation,London,5000.0,,,['cm71jewish-military-museum-all'],Unaccredited,mm.aim.0486,museummm.aim.0486,organisation,Unaccredited,museum,cm71,strategic closure - amalgamation - other,London,jewish-museum,,,event412,War_and_conflict,Jewish Military Museum,England,London (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,NW1 7NB,,,small,1000.0,England,free-transfer,organisation,War_and_conflict,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,London (English Region),museum,2015,Independent,Jewish Military Museum
0,lease expired,cm72land-lost-content-most,sold,,Craven Arms,Person23,Other,cm72land-lost-content-most,Private,private,,place210,,small,collection,False,private,museum,NA,2015,Private,,most,10000.0,,organisation,Bristol,4000.0,,,['cm72land-lost-content-most'],Unaccredited,mm.aim.0528,museummm.aim.0528,organisation,Unaccredited,museum,cm72,loss of premises - legal - lease expired,Craven Arms,p23,,,event414,Other,Land of Lost Content,England,West Midlands (English Region),museum,['miscellaneous'],,Private,,SY7 9NW,,,small,600.0,England,sold,individual,Other,individual,,,individual,private,,True,True,England,West Midlands (English Region),museum,2023,Private,Land of Lost Content
0,lease expired,cm72land-lost-content-mannequin,moved,Shropshire,Craven Arms,Person24,Other,cm72land-lost-content-mannequin,Private,private,,place211,,small,collection,False,private,museum,NA,2015,Private,,few,,,organisation,Craven Arms,,,,['cm72land-lost-content-mannequin'],Unaccredited,mm.aim.0528,museummm.aim.0528,organisation,Unaccredited,museum,cm72,loss of premises - legal - lease expired,Craven Arms,p24,,,event415,Other,Land of Lost Content,England,West Midlands (English Region),museum,['mannequin'],,Private,,SY7 9NW,,,small,,England,moved,individual,Other,individual,,,individual,private,,False,True,England,West Midlands (English Region),museum,2023,Private,Land of Lost Content
0,lease expired,cm72land-lost-content-other,kept,,Craven Arms,,Other,cm72land-lost-content-other,Private,private,,,,small,collection,False,private,museum,NA,2015,Private,,few,1000.0,,organisation,,250.0,,,['cm72land-lost-content-other'],Unaccredited,mm.aim.0528,museummm.aim.0528,organisation,Unaccredited,museum,cm72,loss of premises - legal - lease expired,Craven Arms,,,,event416,Other,Land of Lost Content,England,West Midlands (English Region),museum,['miscellaneous'],,Private,,SY7 9NW,,,small,10.0,England,kept,,Other,,,,,,,False,False,,West Midlands (English Region),museum,2023,Private,Land of Lost Content
1,lease expired,cm72land-lost-content-other,moved,,Craven Arms,unknown actor 417,Other,cm72land-lost-content-other,,private,,place1,,,collection,False,private,individual,Shropshire,2015,,,few,1000.0,,organisation,,250.0,,,['cm72land-lost-content-other'],,mm.aim.0528,p24,individual,Unaccredited,museum,cm72,loss of premises - legal - lease expired,Craven Arms,unknown_actor_417,,event416,event417,,Person24,,,individual,['miscellaneous'],,Private,,,,,small,10.0,England,moved,,Other,,,,actor,unknown,,False,True,England,West Midlands (English Region),museum,2023,Private,Land of Lost Content
0,lease expired,cm73cahc-harrier,moved,,Newquay,Horizon Aircraft Services,Transport-Aviation,cm73cahc-harrier,Unknown,unknown,,place106,CF62 4WA,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,,,,,['cm73cahc-harrier'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,st-athan,,,event419,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Harrier'],,Unknown,XV753,TR8 4JN,,,medium,,England,moved,organisation,Transport,transport provider,,,aviation service provider,private,,False,True,England,South West (English Region),museum,2023-06,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-canberra,direct sale,,Newquay,Person25,Transport-Aviation,cm73cahc-canberra,Unknown,unknown,,place1,,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,,,,,['cm73cahc-canberra'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,p25,,,event420,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['English Electric Canberra'],,Unknown,WJ874,TR8 4JN,,,medium,,England,sold,individual,Transport,individual,,,individual,private,,True,True,England,South West (English Region),museum,2022/2023,Unknown,Cornwall Aviation Heritage Centre
1,lease expired,cm73cahc-canberra,moved,,,Newquay Airport,Transport-Aviation,cm73cahc-canberra,,unknown,,place5,TR8 4RQ,,collection,False,private,individual,,2022,,,few,,,organisation,Newquay,,,,['cm73cahc-canberra'],,mm.misc.047,p25,individual,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,newquay-airport,,event420,event421,,Person25,,,individual,['English Electric Canberra'],,Unknown,WJ874,,,,medium,,England,moved,organisation,Transport,transport provider,,,airport,private,,False,True,,South West (English Region),museum,2022/2023,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-lightning1,direct sale,,Newquay,Person26,Transport-Aviation,cm73cahc-lightning1,Unknown,unknown,,place1,,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,,,,,['cm73cahc-lightning1'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,p26,,,event422,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['English Electric Lightning'],,Unknown,ZF580,TR8 4JN,,,medium,,England,sold,individual,Transport,individual,,,individual,private,,True,True,England,South West (English Region),museum,2022/2023,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-lightning2,direct sale,,Newquay,Person26,Transport-Aviation,cm73cahc-lightning2,Unknown,unknown,,place1,,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,,,,,['cm73cahc-lightning2'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,p26,,,event423,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['English Electric Lightning'],,Unknown,XR768,TR8 4JN,,,medium,,England,sold,individual,Transport,individual,,,individual,private,,True,True,England,South West (English Region),museum,2022/2023,Unknown,Cornwall Aviation Heritage Centre
1,lease expired,cm73cahc-lightning1,moved,,,Newquay Airport,Transport-Aviation,cm73cahc-lightning1,,unknown,,place5,TR8 4RQ,,collection,False,private,individual,,2022,,,few,,,organisation,Newquay,,,,['cm73cahc-lightning1'],,mm.misc.047,p26,individual,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,newquay-airport,,event422,event424,,Person26,,,individual,['English Electric Lightning'],,Unknown,ZF580,,,,medium,,England,moved,organisation,Transport,transport provider,,,airport,private,,False,True,,South West (English Region),museum,2022/2023,Unknown,Cornwall Aviation Heritage Centre
1,lease expired,cm73cahc-lightning2,moved,,,Newquay Airport,Transport-Aviation,cm73cahc-lightning2,,unknown,,place5,TR8 4RQ,,collection,False,private,individual,,2022,,,few,,,organisation,Newquay,,,,['cm73cahc-lightning2'],,mm.misc.047,p26,individual,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,newquay-airport,,event423,event425,,Person26,,,individual,['English Electric Lightning'],,Unknown,XR768,,,,medium,,England,moved,organisation,Transport,transport provider,,,airport,private,,False,True,,South West (English Region),museum,2022/2023,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-hunter,moved,,Newquay,Green Barn Farm,Transport-Aviation,cm73cahc-hunter,Unknown,unknown,,place714,IP31 3JG,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Bury St Edmunds,,,,['cm73cahc-hunter'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,green-barn-farm,,,event426,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Hunter GA.Mk 11'],,Unknown,WV256,TR8 4JN,,,medium,,England,moved,organisation,Transport,storage,,,storage facility,private,,False,True,England,South West (English Region),museum,2023-08,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-seahawk,moved,,Newquay,North Weald Airfield,Transport-Aviation,cm73cahc-seahawk,Unknown,unknown,,place6,CM16 6HR,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Epping,,,,['cm73cahc-seahawk'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,north-weald,,,event427,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Sea Hawk'],,Unknown,WV798,TR8 4JN,,,medium,,England,moved,organisation,Transport,transport provider,,,airport,private,,False,True,England,South West (English Region),museum,2023-11,Unknown,Cornwall Aviation Heritage Centre
1,lease expired,cm73cahc-seahawk,restored,,Epping,,Transport-Aviation,cm73cahc-seahawk,,unknown,,,,,collection,False,private,transport provider,,2022,,,few,,,organisation,,,,,['cm73cahc-seahawk'],,mm.misc.047,north-weald,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,,,event427,event428,,North Weald Airfield,,,airport,['Sea Hawk'],,Unknown,WV798,CM16 6HR,,,medium,,England,modified,,Transport,,,,,,,False,False,,South West (English Region),museum,2023-11/..,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-tornado-f3,loans-returned,,Newquay,MOD Boscombe Down,Transport-Aviation,cm73cahc-tornado-f3,Unknown,unknown,,place323,SP4 0JF,medium,loan,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Salisbury,,,,['cm73cahc-tornado-f3'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,mod-boscombe,,,event429,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Tornado F3'],,Unknown,ZH553,TR8 4JN,,,medium,,England,returned,organisation,Transport,armed forces,,,military site,public,,False,True,England,South West (English Region),museum,2022,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-tornado-gr4,loans-returned,,Newquay,MOD Boscombe Down,Transport-Aviation,cm73cahc-tornado-gr4,Unknown,unknown,,place323,SP4 0JF,medium,loan,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Salisbury,,,,['cm73cahc-tornado-gr4'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,mod-boscombe,,,event430,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Tornado GR4'],,Unknown,ZA398,TR8 4JN,,,medium,,England,returned,organisation,Transport,armed forces,,,military site,public,,False,True,England,South West (English Region),museum,2022,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-varsity,direct sale,,Newquay,GJD Services Ltd,Transport-Aviation,cm73cahc-varsity,Unknown,unknown,,place107,CF62 4QN,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Barry,,,,['cm73cahc-varsity'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,gjd-services,,,event431,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Vickers Varsity'],,Unknown,WJ945,TR8 4JN,,,medium,,England,sold,organisation,Transport,transport provider,,,aviation service provider,private,,True,True,England,South West (English Region),museum,2022,Unknown,Cornwall Aviation Heritage Centre
1,lease expired,cm73cahc-varsity,moved,,Barry,Newquay Airport,Transport-Aviation,cm73cahc-varsity,,unknown,,place5,TR8 4RQ,,collection,False,private,transport provider,,2022,,,few,,,organisation,Newquay,,,,['cm73cahc-varsity'],,mm.misc.047,gjd-services,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,newquay-airport,,event431,event432,,GJD Services Ltd,,,aviation service provider,['Vickers Varsity'],,Unknown,WJ945,CF62 4QN,,,medium,,England,moved,organisation,Transport,transport provider,,,airport,private,,False,True,,South West (English Region),museum,2022,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-hunter-t8,transferred,Dorset,Newquay,Bournemouth Aviation Museum,Transport-Aviation,cm73cahc-hunter-t8,Unknown,unknown,England,place1023,BH23 6BA,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Christchurch,,,,['cm73cahc-hunter-t8'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,bournemouth-aviation-museum,,,event433,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Hunter T.Mk 8'],,Unknown,WT722,TR8 4JN,,,medium,,England,free-transfer,organisation,Transport,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,South West (English Region),museum,2023-08,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-hawk,moved,,Newquay,MOD Boscombe Down,Transport-Aviation,cm73cahc-hawk,Unknown,unknown,,place323,SP4 0JF,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Salisbury,,,,['cm73cahc-hawk'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,mod-boscombe,,,event434,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Hawk T1'],,Unknown,XX240,TR8 4JN,,,medium,,England,moved,organisation,Transport,armed forces,,,military site,public,,False,True,England,South West (English Region),museum,2023-10,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-bac,transferred,NA,Newquay,Solent Sky Museum,Transport-Aviation,cm73cahc-bac,Unknown,unknown,England,place3959,SO14 3FR,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Southampton,,,,['cm73cahc-bac'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,solent-sky,,,event435,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['BAC One-Eleven'],,Unknown,ZH763,TR8 4JN,,,medium,,England,free-transfer,organisation,Transport,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,South West (English Region),museum,2023-11,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-balliol,moved,,Newquay,North Weald Airfield,Transport-Aviation,cm73cahc-balliol,Unknown,unknown,,place6,CM16 6HR,medium,collection,False,unknown,museum,NA,2022,Unknown,,few,,,organisation,Epping,,,,['cm73cahc-balliol'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,north-weald,,,event436,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['Boulton Paul Balliol'],,Unknown,WN149,TR8 4JN,,,medium,,England,moved,organisation,Transport,transport provider,,,airport,private,,False,True,England,South West (English Region),museum,2023-11,Unknown,Cornwall Aviation Heritage Centre
0,lease expired,cm73cahc-vickers,scrapped,,Newquay,unknown no recipient 437,Transport-Aviation,cm73cahc-vickers,Unknown,unknown,,,,medium,collection,True,unknown,museum,NA,2022,Unknown,,few,,,organisation,,,,,['cm73cahc-vickers'],Unaccredited,mm.misc.047,cornwall-aviation-hc,organisation,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,unknown_no recipient_437,,,event437,Transport,Cornwall Aviation Heritage Centre,England,South West (English Region),museum,['VC10 K.3'],,Unknown,ZA148,TR8 4JN,,,medium,,England,damaged/destroyed,no recipient,Transport,no recipient,,,no recipient,unknown,,False,False,,South West (English Region),museum,2023-09-15 00:00:00,Unknown,Cornwall Aviation Heritage Centre
1,lease expired,cm73cahc-vickers,moved,,,Horizon Aircraft Services,Transport-Aviation,cm73cahc-vickers-nose,,unknown,,place106,CF62 4WA,,collection,False,unknown,no recipient,,2022,,cm73cahc-vickers,few,,,organisation,,,,,"['cm73cahc-vickers-nose', 'cm73cahc-vickers']",,mm.misc.047,unknown_no recipient_437,no recipient,Unaccredited,museum,cm73,loss of premises - legal - lease expired,Newquay,st-athan,,event437,event438,,unknown no recipient 437,,,no recipient,['nose cone'],,Unknown,ZA148,,,,medium,,England,moved,organisation,Transport,transport provider,,,aviation service provider,private,,False,True,England,South West (English Region),museum,2023-11,Unknown,Cornwall Aviation Heritage Centre
0,financial constraints,cm74flame-gasworks-all,left-in-situ,,Carrickfergus,,Utilities-Gas_and_electricity,cm74flame-gasworks-all,Independent-Not_for_profit,third,,,,small,collection,False,third,museum,NA,2022,Independent,,all,10000.0,,organisation,,5000.0,,,['cm74flame-gasworks-all'],Accredited,mm.domus.NI035,museummm.domus.NI035,organisation,Accredited,museum,cm74,financial - other - other,Carrickfergus,,,,event440,Utilities,Flame Gasworks Museum,Northern Ireland,Northern Ireland,museum,['miscellaneous'],,Independent-Not_for_profit,,BT38 8UH,,,small,1000.0,Northern Ireland,left,,Utilities,,,,,,,False,False,,Northern Ireland,museum,2022,Independent,Flame Gasworks Museum
0,unsuitable premises;,cm75royal-london-museum,stored,,London,,Medicine_and_health-Hospital,cm75royal-london-museum,Independent-Not_for_profit,third,,,,small,collection,False,third,museum,NA,2022,Independent,,all,10000.0,,organisation,,5000.0,,,['cm75royal-london-museum'],Accredited,mm.domus.SE363,museummm.domus.SE363,organisation,Accredited,museum,cm75,building - unsuitable - other,London,,,,event442,Medicine_and_health,Royal London Hospital Archives & Museum,England,London (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,E1 2AA,,,small,1000.0,England,stored,,Medicine_and_health,,,,,,,False,False,,London (English Region),museum,2022,Independent,Royal London Hospital Archives & Museum
0,building repurposed,cm76nat-brewery-collection,stored,,Burton-upon-Trent,,Food_and_drink,cm76nat-brewery-collection,Independent-Not_for_profit,third,,,,small,collection,False,third,museum,Staffordshire,2022,Independent,,most,10000.0,,organisation,,4000.0,,,['cm76nat-brewery-collection'],Unaccredited,mm.aim.1136,museummm.aim.1136,organisation,Unaccredited,museum,cm76,loss of premises - change of use - other,Burton-upon-Trent,,,,event444,Food_and_drink,The National Brewery Centre,England,West Midlands (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,DE14 1NG,,,small,600.0,England,stored,,Food_and_drink,,,,,,,False,False,,West Midlands (English Region),museum,2022,Independent,The National Brewery Centre
0,building repurposed,cm76nat-brewery-loans,loans-returned,,Burton-upon-Trent,unknown actor 445,Food_and_drink,cm76nat-brewery-loans,Independent-Not_for_profit,third,,place1,,small,loan,False,third,museum,Staffordshire,2022,Independent,,some,4000.0,,organisation,,1250.0,,,['cm76nat-brewery-loans'],Unaccredited,mm.aim.1136,museummm.aim.1136,organisation,Unaccredited,museum,cm76,loss of premises - change of use - other,Burton-upon-Trent,unknown_actor_445,,,event445,Food_and_drink,The National Brewery Centre,England,West Midlands (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,DE14 1NG,,,small,100.0,England,returned,,Food_and_drink,,,,actor,unknown,,False,True,England,West Midlands (English Region),museum,2022,Independent,The National Brewery Centre
0,retirement of owner; premises repurposed,cm77barometer-world-most,sent-to-auction,,Okehampton,unknown actor 447,Other,cm77barometer-world-most,Private,private,,place1,,small,collection,False,private,museum,Devon,2022,Private,,most,10000.0,,organisation,,4000.0,,,['cm77barometer-world-most'],Unaccredited,mm.aim.0062,museummm.aim.0062,organisation,Unaccredited,museum,cm77,life events - retirement - retirement of owner; loss of premises - change of use - other,Okehampton,unknown_actor_447,,,event447,Other,Barometer World and Museum,England,South West (English Region),museum,['barometer'],,Private,,EX20 3DS,,,small,600.0,England,sold,,Other,,,,actor,unknown,,True,True,England,South West (English Region),museum,2007-09-04 00:00:00,Private,Barometer World and Museum
0,retirement of owner; premises repurposed,cm77barometer-world-leech,kept,,Okehampton,,Other,cm77barometer-world-leech,Private,private,,,,small,collection,False,private,museum,Devon,2022,Private,,few,,,organisation,,,,,['cm77barometer-world-leech'],Unaccredited,mm.aim.0062,museummm.aim.0062,organisation,Unaccredited,museum,cm77,life events - retirement - retirement of owner; loss of premises - change of use - other,Okehampton,,,,event448,Other,Barometer World and Museum,England,South West (English Region),museum,['barometer'],,Private,Leech Barometer,EX20 3DS,,,small,,England,kept,,Other,,,,,,,False,False,,South West (English Region),museum,,Private,Barometer World and Museum
0,increasing costs; insufficient revenue; lack of parking,cm78hpmm-all,donation-returned,,Kingston upon Hull,unknown actor 450,War_and_conflict-Other,cm78hpmm-all,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2022,Independent,,all,10000.0,,organisation,,5000.0,,,['cm78hpmm-all'],Unaccredited,mm.New.233,museummm.New.233,organisation,Unaccredited,museum,cm78,financial - costs - other; financial - costs - low revenue; building - unsuitable - facilities,Kingston upon Hull,unknown_actor_450,,,event450,War_and_conflict,Hull People's Memorial Museum,England,Yorkshire and The Humber (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,HU1 2EX,,,small,1000.0,England,returned,,War_and_conflict,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2022,Independent,Hull People's Memorial Museum
0,owner(s) wanted to retire from museum work?,cm79mksr-all,transferred,NA,Ipswich,Chatham Historic Dockyard,Sea_and_seafaring-Other,cm79mksr-all,Private,private,England,place4328,ME4 4TE,small,collection,False,private,museum,Suffolk,2021,Private,,all,10000.0,2017,organisation,Chatham,5000.0,,,['cm79mksr-all'],Unaccredited,mm.aim.0651,museummm.aim.0651,organisation,Unaccredited,museum,cm79,life events - retirement - retirement of owner,Ipswich,chatham-historic-dockyard,,,event452,Sea_and_seafaring,Museum of Knots & Sailors Ropework,England,East of England (English Region),museum,"['knot', 'rope', 'miscellaneous']",,Private,,IP2 8LL,,2021,small,1000.0,England,free-transfer,organisation,Sea_and_seafaring,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,England,East of England (English Region),museum,,Private,Museum of Knots & Sailors Ropework
0,insufficient revenue; lease expiry; financial mismanagement?,cm80ashworth-barracks-most,loaned,NA,Doncaster,National Emergency Services Museum,War_and_conflict-Military,cm80ashworth-barracks-most,Independent-Not_for_profit,third,England,place3266,S3 8PT,medium,collection,False,third,museum,NA,2020,Independent,,most,50000.0,,organisation,Sheffield,24000.0,,,['cm80ashworth-barracks-most'],Unaccredited,mm.MDN.005,museummm.MDN.005,organisation,Unaccredited,museum,cm80,financial - costs - low revenue; loss of premises - legal - lease expired; financial - mismanagement - other,Doncaster,national-emergency-services-museum,,,event454,War_and_conflict,Ashworth Barracks Museum,England,Yorkshire and The Humber (English Region),museum,['militaria'],,Independent-Not_for_profit,,DN4 9EY,,,medium,6000.0,England,loaned,organisation,War_and_conflict,museum,,Independent-Not_for_profit,museum,third,Independent,False,True,England,Yorkshire and The Humber (English Region),museum,2020,Independent,Ashworth Barracks Museum
0,insufficient revenue; lease expiry; financial mismanagement?,cm80ashworth-barracks-some,unknown,,Doncaster,,War_and_conflict-Military,cm80ashworth-barracks-some,Independent-Not_for_profit,third,,,,medium,collection,False,third,museum,NA,2020,Independent,,few,5000.0,,organisation,,1500.0,,,['cm80ashworth-barracks-some'],Unaccredited,mm.MDN.005,museummm.MDN.005,organisation,Unaccredited,museum,cm80,financial - costs - low revenue; loss of premises - legal - lease expired; financial - mismanagement - other,Doncaster,,,,event455,War_and_conflict,Ashworth Barracks Museum,England,Yorkshire and The Humber (English Region),museum,['militaria'],,Independent-Not_for_profit,,DN4 9EY,,,medium,100.0,England,unknown,,War_and_conflict,,,,,,,False,False,,Yorkshire and The Humber (English Region),museum,,Independent,Ashworth Barracks Museum
0,rent increase,cm81london-motorcycle-museum-crosby,sent-to-auction,,Greenford,Bonhams Milton Keynes,Transport-Cars_and_motorbikes,cm81london-motorcycle-museum-crosby,Independent-Not_for_profit,third,,place93,MK1 1FE,small,collection,False,third,museum,NA,2019,Independent,,most,10000.0,,organisation,Milton Keynes,4000.0,,,['cm81london-motorcycle-museum-crosby'],Unaccredited,mm.musa.204,museummm.musa.204,organisation,Unaccredited,museum,cm81,financial - costs - other,Greenford,bonhams-mk,,,event457,Transport,London Motorcycle Museum,England,London (English Region),museum,['motorcycle'],,Independent-Not_for_profit,,UB6 9LB,,,small,600.0,England,sold,organisation,Transport,trader,,,auction house,private,,True,True,England,London (English Region),museum,2019-10,Independent,London Motorcycle Museum
